Date,company name,open,high,low,closing,avg_price_1,avg_volume_30,ROC_27,std_price_2,"Financial updates: Company-specific quarterly, annual, or monthly financial performance reports or statements","Financial: Capital raising activities such as public offerings, loan or lease arrangements, and private placements",Financial:Dividend Declared,Financial: Annual and quater meetings,Technical: Discovery of gold,Operational: Expansion of mining operations (including M & A),Operational: Opening or clouser of mining,Operational updates: Changes in production output or efficiency,Operational: changes in key management positions,"Regulatory:  updates on lawsuits or penalties, Comply with regulatory standards sustainablity and corporate governance",Regulatory: Approval or rejection of mining permits & licenses,Geopolitical events: Political instability or conflicts,gold
1/25/2023,Kinross Gold Corporation,4.78,4.89,4.76,4.88,4.82,0,0,0.056568542494924635,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,Alamos Gold Inc.,151.4,152.84,149.69,11.59,11.37,0,0,0.13435028842544394,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,Harmony Gold Mining Company Limited,3.68,3.8,3.68,3.78,3.76,0,0,0.042426407,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,Pan American Silver Corp.,18.78,18.78,19.22,19.14,19.01,0,0,0.14849242404917545,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,Endeavour Mining plc,3.56,3.56,3.79,3.79,3.63,0,0,0.091923882,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,Osisko Gold Royalties Ltd,13.72,14.025,13.68,13.94,13.76,0,0,0.1555634918610403,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,Eldorado Gold Corporation,9.26,9.645,9.24,9.62,9.42,0,0,0.14142135623731308,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,IAMGOLD Corporation,2.76,2.89,2.76,2.87,2.82,0,0,0.091923882,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,"Coeur Mining, Inc.",4.06,4.23,4,4.2,4.1,0,0,0.035355339,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,Equinox Gold Corp.,4.66,4.86,4.54,4.86,4.68,0,0,0.1343502884254451,0,0,0,0,0,1,0,1,0,0,0,0,1941.2
1/25/2023,Orla Mining Ltd.,3.95,4.17,3.95,4.14,4,0,0,0.035355339,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,Sandstorm Gold Ltd.,5.98,6.21,5.96,6.2,6.03,0,0,0.035355339,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,Centerra Gold Inc.,6.07,6.51,6.07,6.5,6.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,Seabridge Gold Inc.,13.68,14.17,13.57,14.04,13.88,0,0,0.13435028842544763,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,DRDGOLD Limited,8.45,8.68,8.42,8.61,8.6,0,0,0.10606601717797713,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,Caledonia Mining Corporation Plc,15.75,15.8,14.01,14.54,15.74,0,0,0.084852814,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/25/2023,"Idaho Strategic Resources, Inc.",5.61,5.69,5.61,5.65,5.6,0,0,0.021213203435605253,0,0,0,0,0,1,0,0,0,0,0,0,1941.2
1/25/2023,"Contango Ore, Inc.",26.86,26.86,26.86,26.86,26.86,0,0,0.6081118318203875,0,0,0,0,0,0,0,0,0,0,0,0,1941.2
1/26/2023,Newmont Corporation,54.88,54.88,53.57,54.13,55.09,0,0,1.2020815280170936,1,1,0,0,0,0,0,1,0,0,0,0,1929.1
1/26/2023,Agnico Eagle Mine,57.8,57.84,56.68,57.1,57.91,0,0,0.41719300089983946,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Barrick Gold Cor,19.68,19.73,19.4,19.69,19.79,0,0,0.2616295090390185,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Wheaton Precious Metals Corp.,46.28,46.42,45.6423,45.97,46.46,0,0,0.5232590180778826,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Franco-Nevada Corporation,150.62,150.91,147.54,147.9,150.92,0,0,1.8950461735802744,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Gold Fields Limited,12.38,12.39,12.025,12.27,12.39,0,0,0.14849242404915705,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,AngloGold Ashant,21.98,22.055,21.555,21.84,21.92,0,0,0.049497475,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Kinross Gold Corporation,4.86,4.9,4.77,4.85,4.88,0,0,0.042426407,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Alamos Gold Inc.,153.2,154.21,151.07,11.45,11.59,0,0,0.15556349186104348,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Harmony Gold Mining Company Limited,3.83,3.85,3.715,3.75,3.78,0,0,0.014142136,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Pan American Silver Corp.,19.16,19.16,19.22,18.8,19.14,0,0,0.091923882,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Endeavour Mining plc,3.83,3.83,3.8897,3.72,3.79,0,0,0.11313708498985207,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Osisko Gold Royalties Ltd,13.87,13.95,13.65,13.74,13.94,0,0,0.12727922061358102,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Eldorado Gold Corporation,9.62,9.64,9.45,9.63,9.62,0,0,0.14142135623732316,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,IAMGOLD Corporation,2.87,2.91,2.81,2.89,2.87,0,0,0.035355339,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,"Coeur Mining, Inc.",4.22,4.24,4.08,4.12,4.2,0,0,0.070710678,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Equinox Gold Corp.,4.87,4.9,4.63,4.77,4.86,0,0,0.12727922061357758,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Orla Mining Ltd.,4.1,4.16,4.07,4.12,4.14,0,0,0.098994949,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Sandstorm Gold Ltd.,6.2,6.215,5.98,6.01,6.2,0,0,0.12020815280172406,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Centerra Gold Inc.,6.6,6.645,6.48,6.62,6.5,0,0,0.2192031021678421,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Seabridge Gold Inc.,14.09,14.09,13.55,13.8,14.04,0,0,0.11313708498986003,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,DRDGOLD Limited,8.62,8.62,8.22,8.36,8.61,0,0,0.007071068,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,Caledonia Mining Corporation Plc,14.59,14.88,14.2,14.43,14.54,0,0,0.8485281374238668,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,"Idaho Strategic Resources, Inc.",5.88,5.88,5.61,5.61,5.65,0,0,0.035355339,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/26/2023,"Contango Ore, Inc.",25.87,26.46,24.31,24.5,26.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929.1
1/27/2023,Newmont Corporation,54.06,54.06,53.22,53.32,54.13,0,0,0.6788225099390115,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Agnico Eagle Mine,56.81,57.16,56.32,56.87,57.1,0,0,0.5727564927609432,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Barrick Gold Cor,19.57,19.765,19.4,19.67,19.69,0,0,0.070710678,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Wheaton Precious Metals Corp.,45.54,45.84,45.0499,45.66,45.97,0,0,0.34648232278114915,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Franco-Nevada Corporation,146.96,147.59,145.55,146.87,147.9,0,0,2.135462479183643,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Gold Fields Limited,11.95,12.035,11.77,11.8,12.27,0,0,0.084852814,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,AngloGold Ashant,21.4,21.45,20.87,21.02,21.84,0,0,0.056568542,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Kinross Gold Corporation,4.81,4.82,4.72,4.79,4.85,0,0,0.021213203435604556,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Alamos Gold Inc.,153.57,155.34,153.3,11.31,11.45,0,0,0.098994949,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Harmony Gold Mining Company Limited,3.68,3.69,3.59,3.59,3.75,0,0,0.021213203,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Pan American Silver Corp.,18.46,18.46,18.64,18.58,18.8,0,0,0.24041630560342706,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Endeavour Mining plc,3.68,3.68,3.68,3.53,3.72,0,0,0.049497474683070766,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Osisko Gold Royalties Ltd,13.64,13.66,13.49,13.53,13.74,0,0,0.14142135623731117,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Eldorado Gold Corporation,9.57,9.58,9.4,9.48,9.63,0,0,0.007071068,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,IAMGOLD Corporation,2.88,2.91,2.81,2.82,2.89,0,0,0.014142135623744586,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,"Coeur Mining, Inc.",4.08,4.1,3.94,3.96,4.12,0,0,0.056568542,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Equinox Gold Corp.,4.77,4.77,4.52,4.55,4.77,0,0,0.06363961,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Orla Mining Ltd.,4.07,4.09,3.98,4.02,4.12,0,0,0.014142135623707199,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Sandstorm Gold Ltd.,5.96,5.97,5.81,5.87,6.01,0,0,0.13435028842545424,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Centerra Gold Inc.,6.64,6.71,6.56,6.6,6.62,0,0,0.084852814,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Seabridge Gold Inc.,13.7,13.82,13.49,13.53,13.8,0,0,0.16970562748477871,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,DRDGOLD Limited,8.33,8.38,8.12,8.12,8.36,0,0,0.17677669529663556,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,Caledonia Mining Corporation Plc,14.28,14.28,12.92,13.19,14.43,0,0,0.077781746,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,"Idaho Strategic Resources, Inc.",5.66,5.66,5.51,5.58,5.61,0,0,0.028284271,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/27/2023,"Contango Ore, Inc.",24.5,24.5,24.5,24.5,24.5,0,0,1.6687720036002298,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Newmont Corporation,54.06,54.06,53.22,53.32,53.32,0,12.966101694915247,0.5727564927610469,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Agnico Eagle Mine,56.81,57.16,56.32,56.87,56.87,0,9.386420465474119,0.16263455967242696,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Barrick Gold Cor,19.57,19.765,19.4,19.67,19.67,0,14.493597206053563,0.014142135623630125,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Wheaton Precious Metals Corp.,45.54,45.84,45.0499,45.66,45.66,0,16.837256908904806,0.21920310216748182,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Franco-Nevada Corporation,146.96,147.59,145.55,146.87,146.87,0,7.612837045720997,0.7283199846225087,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Gold Fields Limited,11.95,12.035,11.77,11.8,11.8,0,14.009661835748801,0.3323401871576682,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,AngloGold Ashant,21.4,21.45,20.87,21.02,21.02,0,8.238928939237887,0.579827561,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Kinross Gold Corporation,4.81,4.82,4.72,4.79,4.79,0,17.114914425427877,0.042426407,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Alamos Gold Inc.,153.57,155.34,153.3,11.31,11.31,0,11.869436201780427,0.098994949,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Harmony Gold Mining Company Limited,3.68,3.69,3.59,3.59,3.59,0,5.588235294117646,0.11313708498985046,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Pan American Silver Corp.,18.46,18.46,18.64,18.58,18.58,0,13.708690330477346,0.15556349186105012,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Endeavour Mining plc,3.68,3.68,3.68,3.53,3.53,0,8.950617283950605,0.13435028842544694,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Osisko Gold Royalties Ltd,13.64,13.66,13.49,13.53,13.53,0,12.096106048053016,0.14849242404917273,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Eldorado Gold Corporation,9.57,9.58,9.4,9.48,9.48,0,13.397129186602882,0.10606601717800296,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,IAMGOLD Corporation,2.88,2.91,2.81,2.82,2.82,0,9.302325581395339,0.049497474683062044,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,"Coeur Mining, Inc.",4.08,4.1,3.94,3.96,3.96,0,17.85714285714286,0.1131370849898442,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Equinox Gold Corp.,4.77,4.77,4.52,4.55,4.55,0,38.71951219512195,0.15556349186104101,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Orla Mining Ltd.,4.07,4.09,3.98,4.02,4.02,0,-0.495049505,0.070710678,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Sandstorm Gold Ltd.,5.96,5.97,5.81,5.87,5.87,0,11.59695817490495,0.098994949,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Centerra Gold Inc.,6.64,6.71,6.56,6.6,6.6,0,27.413127413127413,0.014142135624043843,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Seabridge Gold Inc.,13.7,13.82,13.49,13.53,13.53,0,7.551669316375192,0.19091883092037215,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,DRDGOLD Limited,8.33,8.38,8.12,8.12,8.12,0,9.729729729729714,0.16970562748477983,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,Caledonia Mining Corporation Plc,14.28,14.28,12.92,13.19,13.19,0,6.370967741935477,0.8768124086713177,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,"Idaho Strategic Resources, Inc.",5.66,5.66,5.51,5.58,5.58,0,-2.105263158,0.021213203,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/28/2023,"Contango Ore, Inc.",24.5,24.5,24.5,24.5,24.5,0,6.893542757417095,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Newmont Corporation,54.06,54.06,53.22,53.32,53.32,0,12.966101694915247,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Agnico Eagle Mine,56.81,57.16,56.32,56.87,56.87,0,9.386420465474119,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Barrick Gold Cor,19.57,19.765,19.4,19.67,19.67,0,14.493597206053563,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Wheaton Precious Metals Corp.,45.54,45.84,45.0499,45.66,45.66,0,16.837256908904806,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Franco-Nevada Corporation,146.96,147.59,145.55,146.87,146.87,0,7.612837045720997,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Gold Fields Limited,11.95,12.035,11.77,11.8,11.8,0,14.009661835748801,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,AngloGold Ashant,21.4,21.45,20.87,21.02,21.02,0,8.238928939237887,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Kinross Gold Corporation,4.81,4.82,4.72,4.79,4.79,0,17.114914425427877,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Alamos Gold Inc.,153.57,155.34,153.3,11.31,11.31,0,11.869436201780427,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Harmony Gold Mining Company Limited,3.68,3.69,3.59,3.59,3.59,0,5.588235294117646,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Pan American Silver Corp.,18.46,18.46,18.64,18.58,18.58,0,13.708690330477346,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Endeavour Mining plc,3.68,3.68,3.68,3.53,3.53,0,8.950617283950605,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Osisko Gold Royalties Ltd,13.64,13.66,13.49,13.53,13.53,0,12.096106048053016,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Eldorado Gold Corporation,9.57,9.58,9.4,9.48,9.48,0,13.397129186602882,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,IAMGOLD Corporation,2.88,2.91,2.81,2.82,2.82,0,9.302325581395339,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,"Coeur Mining, Inc.",4.08,4.1,3.94,3.96,3.96,0,17.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Equinox Gold Corp.,4.77,4.77,4.52,4.55,4.55,0,38.71951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Orla Mining Ltd.,4.07,4.09,3.98,4.02,4.02,0,-0.495049505,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Sandstorm Gold Ltd.,5.96,5.97,5.81,5.87,5.87,0,11.59695817490495,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Centerra Gold Inc.,6.64,6.71,6.56,6.6,6.6,0,27.413127413127413,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Seabridge Gold Inc.,13.7,13.82,13.49,13.53,13.53,0,7.551669316375192,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,DRDGOLD Limited,8.33,8.38,8.12,8.12,8.12,0,9.729729729729714,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,Caledonia Mining Corporation Plc,14.28,14.28,12.92,13.19,13.19,0,6.370967741935477,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,"Idaho Strategic Resources, Inc.",5.66,5.66,5.51,5.58,5.58,0,-2.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/29/2023,"Contango Ore, Inc.",24.5,24.5,24.5,24.5,24.5,0,6.893542757417095,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.6
1/30/2023,Newmont Corporation,53.17,53.6,52.66,52.74,53.32,0,6.373537716821306,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Agnico Eagle Mine,56.66,57.14,55.92,55.98,56.87,0,4.5182972367438285,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Barrick Gold Cor,19.6,19.75,19.4,19.48,19.67,0,9.254066180594517,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Wheaton Precious Metals Corp.,45.66,45.73,45.13,45.14,45.66,0,11.264481143702245,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Franco-Nevada Corporation,146.6,146.6,144.44,145,146.87,0,4.958378574013749,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Gold Fields Limited,11.75,11.82,11.62,11.62,11.8,0,7.393715341959324,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,AngloGold Ashant,21.3,21.53,21.11,21.12,21.02,0,4.761904761904765,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Kinross Gold Corporation,4.73,4.77,4.63,4.63,4.79,0,8.430913348946143,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Alamos Gold Inc.,153.31,155.7,151.72,11.02,11.31,0,6.370656370656372,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Harmony Gold Mining Company Limited,3.59,3.61,3.51,3.52,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Pan American Silver Corp.,18.44,18.44,18.62,18.13,18.58,0,5.591147350029104,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Endeavour Mining plc,3.54,3.54,3.58,3.44,3.53,0,4.878048780487809,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Osisko Gold Royalties Ltd,13.47,13.72,13.37,13.37,13.53,0,9.142857142857135,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Eldorado Gold Corporation,9.42,9.63,9.35,9.45,9.48,0,11.307420494699635,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,IAMGOLD Corporation,2.82,2.865,2.78,2.83,2.82,0,12.301587301587304,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,"Coeur Mining, Inc.",3.95,4.005,3.89,3.9,3.96,0,14.705882352941178,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Equinox Gold Corp.,4.55,4.59,4.49,4.53,4.55,0,26.536312849162012,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Orla Mining Ltd.,4.04,4.15,3.96,4.15,4.02,0,0.2415458937198231,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Sandstorm Gold Ltd.,5.86,5.88,5.76,5.77,5.87,0,6.261510128913442,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Centerra Gold Inc.,6.55,6.588,6.31,6.32,6.6,0,17.91044776119403,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Seabridge Gold Inc.,13.39,13.52,13.14,13.15,13.53,0,3.299293008641005,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,DRDGOLD Limited,8.06,8.06,7.9,7.9,8.12,0,2.199223803363518,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,Caledonia Mining Corporation Plc,13.25,13.71,13.25,13.41,13.19,0,5.176470588235295,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,"Idaho Strategic Resources, Inc.",5.6,5.6,5.51,5.52,5.58,0,-3.664921466,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/30/2023,"Contango Ore, Inc.",24.5,24.5,24.5,24.5,24.5,0,8.407079646017692,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.9
1/31/2023,Newmont Corporation,52.48,52.93,52.19,52.93,52.74,6220909.966666667,2.7567462628615838,0.41012193308813916,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Agnico Eagle Mine,55.75,56.49,55.57,56.48,55.98,2576461.1333333333,1.8024513338139874,0.6293250352559285,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Barrick Gold Cor,19.38,19.595,19.245,19.55,19.48,18334352.966666665,3.548728813559331,0.13435028842543587,1,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Wheaton Precious Metals Corp.,44.83,45.82,44.7,45.74,45.14,2335571.3666666667,9.034564958283669,0.3676955262168256,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Franco-Nevada Corporation,145,146.76,144.03,146.7,145,601173.7333333333,3.331689793618363,1.3222896808189117,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Gold Fields Limited,11.42,11.48,11.29,11.44,11.62,4955247.633333334,-1.123595506,0.1272792206135586,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,AngloGold Ashant,21.01,21.06,20.53,21.02,21.12,2871597.7,-1.637810014,0.070710678,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Kinross Gold Corporation,4.6,4.65,4.5607,4.64,4.63,14699967.766666668,2.428256070640164,0.11313708498984736,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Alamos Gold Inc.,153.69,156.68,152.11,11.04,11.02,3944467.433333333,1.7511520737327142,0.20506096654409925,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Harmony Gold Mining Company Limited,3.51,3.535,3.4712,3.51,3.52,3443814.433333333,-7.142857143,0.049497474683068476,0,0,0,0,0,0,0,0,0,1,0,0,1929.5
1/31/2023,Pan American Silver Corp.,18.03,18.03,18.395,18.23,18.13,3741953.8666666667,1.9005030743432076,0.31819805153394976,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Endeavour Mining plc,3.41,3.41,3.52,3.47,3.44,2108231.2,-0.287356322,0.06363961,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Osisko Gold Royalties Ltd,13.3,13.45,13.16,13.38,13.37,971560.5666666667,6.19047619,0.11313708498983815,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Eldorado Gold Corporation,9.27,9.6,9.26,9.56,9.45,1567156.4666666666,7.900677200902948,0.021213203435663717,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,IAMGOLD Corporation,2.8,2.875,2.79,2.81,2.83,6783082.733333333,4.460966542750933,0.007071068,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,"Coeur Mining, Inc.",3.88,3.955,3.85,3.89,3.9,4520006.766666667,9.269662921348317,0.042426407,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Equinox Gold Corp.,4.45,4.62,4.45,4.55,4.53,2165183.3666666667,13.749999999999996,0.014142136,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Orla Mining Ltd.,4.1,4.33,4,4.31,4.15,155623.16666666666,6.419753086419748,0.091923882,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Sandstorm Gold Ltd.,5.74,5.8282,5.7,5.79,5.77,2171971.8666666667,2.841918294849026,0.070710678,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Centerra Gold Inc.,6.22,6.45,6.22,6.43,6.32,156819.3,15.439856373429073,0.19798989873224984,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
1/31/2023,Seabridge Gold Inc.,13.05,13.24,12.9719,13.16,13.15,318031.1666666667,-4.913294798,0.26870057685088633,0,0,0,0,0,0,0,0,0,0,0,0,1929.5
